event_id,timestamp,campaign_id,campaign_name,format,event_type,cost,revenue
EVT_931888,2026-07-30 14:14:35,CMP_103,B2B SaaS Trial,Display,impression,0.0105,0.0
EVT_712618,2026-07-29 21:44:50,CMP_101,Summer Apparel,OLV,q4_100,0.0,0.0
EVT_938119,2026-07-29 21:07:46,CMP_101,Summer Apparel,OLV,impression,0.0091,0.0
EVT_837597,2026-07-31 16:08:26,CMP_101,Summer Apparel,OLV,impression,0.0089,0.0
EVT_429379,2026-07-30 21:02:55,CMP_101,Summer Apparel,OLV,impression,0.0147,0.0
EVT_886367,2026-07-31 12:03:48,CMP_102,Tech Gadgets Launch,CTV,impression,0.0093,0.0
EVT_425530,2026-07-30 18:41:25,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_329812,2026-07-29 08:00:25,CMP_102,Tech Gadgets Launch,CTV,impression,0.0046,0.0
EVT_299581,2026-07-30 00:19:19,CMP_103,B2B SaaS Trial,Display,impression,0.008,0.0
EVT_123436,2026-07-30 11:58:31,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_316845,2026-07-29 09:36:55,CMP_103,B2B SaaS Trial,Display,impression,0.0043,0.0
EVT_252572,2026-07-30 18:38:32,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_205847,2026-07-30 17:14:06,CMP_103,B2B SaaS Trial,Display,impression,0.0092,0.0
EVT_828381,2026-07-30 14:08:45,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_754250,2026-07-31 07:09:47,CMP_103,B2B SaaS Trial,Display,impression,0.0149,0.0
EVT_414586,2026-07-30 17:15:58,CMP_103,B2B SaaS Trial,Display,impression,0.005,0.0
EVT_709830,2026-07-30 16:11:48,CMP_101,Summer Apparel,OLV,impression,0.0132,0.0
EVT_236363,2026-07-31 01:06:12,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_207152,2026-07-30 01:52:19,CMP_102,Tech Gadgets Launch,CTV,q2_50,0.0,0.0
EVT_713455,2026-07-31 09:11:54,CMP_102,Tech Gadgets Launch,CTV,q3_75,0.0,0.0
EVT_108635,2026-07-31 14:32:32,CMP_103,B2B SaaS Trial,Display,impression,0.0091,0.0
EVT_135772,2026-07-30 04:57:07,CMP_101,Summer Apparel,OLV,impression,0.0082,0.0
EVT_277209,2026-07-31 07:04:27,CMP_103,B2B SaaS Trial,Display,impression,0.0132,0.0
EVT_972177,2026-07-29 23:44:50,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_476874,2026-07-29 18:26:52,CMP_101,Summer Apparel,OLV,impression,0.005,0.0
EVT_837813,2026-07-30 12:16:18,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_283541,2026-07-31 16:43:06,CMP_101,Summer Apparel,OLV,impression,0.0149,0.0
EVT_724507,2026-07-31 17:36:26,CMP_101,Summer Apparel,OLV,impression,0.0113,0.0
EVT_503611,2026-07-30 13:27:54,CMP_101,Summer Apparel,OLV,impression,0.0026,0.0
EVT_773007,2026-07-29 01:15:57,CMP_103,B2B SaaS Trial,Display,impression,0.0142,0.0
EVT_568779,2026-07-30 21:59:22,CMP_102,Tech Gadgets Launch,CTV,impression,0.0117,0.0
EVT_294050,2026-07-29 20:45:59,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_488250,2026-07-29 18:13:35,CMP_103,B2B SaaS Trial,Display,impression,0.011,0.0
EVT_390154,2026-07-29 03:07:44,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_537081,2026-07-29 15:36:47,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_836211,2026-07-31 13:18:25,CMP_101,Summer Apparel,OLV,impression,0.0136,0.0
EVT_395628,2026-07-29 10:49:09,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_341836,2026-07-29 02:06:32,CMP_103,B2B SaaS Trial,Display,impression,0.0098,0.0
EVT_455508,2026-07-31 10:18:31,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_952547,2026-07-29 22:19:29,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_815457,2026-07-31 11:45:26,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_440196,2026-07-31 01:32:17,CMP_101,Summer Apparel,OLV,impression,0.0027,0.0
EVT_776249,2026-07-31 18:36:39,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_298870,2026-07-31 08:10:36,CMP_103,B2B SaaS Trial,Display,impression,0.0075,0.0
EVT_417022,2026-07-30 02:07:37,CMP_102,Tech Gadgets Launch,CTV,q2_50,0.0,0.0
EVT_567009,2026-07-30 12:22:45,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_900591,2026-07-28 21:59:29,CMP_102,Tech Gadgets Launch,CTV,q2_50,0.0,0.0
EVT_193408,2026-07-31 04:16:39,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_795717,2026-07-31 04:21:13,CMP_101,Summer Apparel,OLV,impression,0.0046,0.0
EVT_481217,2026-07-30 18:37:33,CMP_103,B2B SaaS Trial,Display,impression,0.0105,0.0
EVT_702599,2026-07-31 10:44:34,CMP_102,Tech Gadgets Launch,CTV,impression,0.0027,0.0
EVT_241032,2026-07-31 11:39:19,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_383524,2026-07-29 17:21:50,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_873047,2026-07-29 22:39:26,CMP_102,Tech Gadgets Launch,CTV,impression,0.0043,0.0
EVT_574732,2026-07-29 06:37:18,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_788069,2026-07-31 17:37:08,CMP_101,Summer Apparel,OLV,impression,0.0046,0.0
EVT_316044,2026-07-29 14:55:04,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_446789,2026-07-29 23:44:33,CMP_101,Summer Apparel,OLV,impression,0.013,0.0
EVT_153796,2026-07-30 01:23:47,CMP_103,B2B SaaS Trial,Display,impression,0.015,0.0
EVT_984287,2026-07-30 20:39:11,CMP_103,B2B SaaS Trial,Display,q4_100,0.0,0.0
EVT_124865,2026-07-30 09:48:38,CMP_103,B2B SaaS Trial,Display,q4_100,0.0,0.0
EVT_629526,2026-07-31 15:15:57,CMP_101,Summer Apparel,OLV,impression,0.0047,0.0
EVT_112403,2026-07-30 19:08:20,CMP_103,B2B SaaS Trial,Display,impression,0.0076,0.0
EVT_429851,2026-07-30 06:07:40,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_247787,2026-07-31 04:25:25,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_944880,2026-07-31 00:31:22,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_579094,2026-07-30 04:11:06,CMP_102,Tech Gadgets Launch,CTV,impression,0.0115,0.0
EVT_574225,2026-07-29 00:34:11,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_530008,2026-07-31 18:37:29,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_621178,2026-07-30 21:42:53,CMP_103,B2B SaaS Trial,Display,q3_75,0.0,0.0
EVT_682606,2026-07-30 23:40:31,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_793304,2026-07-30 09:24:45,CMP_103,B2B SaaS Trial,Display,impression,0.0024,0.0
EVT_339649,2026-07-29 04:50:33,CMP_101,Summer Apparel,OLV,impression,0.0056,0.0
EVT_953541,2026-07-29 21:29:49,CMP_102,Tech Gadgets Launch,CTV,impression,0.01,0.0
EVT_484644,2026-07-30 18:24:51,CMP_101,Summer Apparel,OLV,impression,0.0134,0.0
EVT_124514,2026-07-31 17:20:13,CMP_102,Tech Gadgets Launch,CTV,impression,0.0049,0.0
EVT_406878,2026-07-31 15:17:58,CMP_103,B2B SaaS Trial,Display,impression,0.0145,0.0
EVT_436186,2026-07-30 15:10:51,CMP_102,Tech Gadgets Launch,CTV,impression,0.0093,0.0
EVT_105583,2026-07-29 04:21:24,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_136335,2026-07-31 03:08:59,CMP_102,Tech Gadgets Launch,CTV,impression,0.0119,0.0
EVT_396793,2026-07-29 17:35:45,CMP_101,Summer Apparel,OLV,conversion,0.0,30.82
EVT_853313,2026-07-30 16:52:18,CMP_103,B2B SaaS Trial,Display,q4_100,0.0,0.0
EVT_257151,2026-07-31 02:19:01,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_929317,2026-07-30 12:56:58,CMP_103,B2B SaaS Trial,Display,impression,0.0059,0.0
EVT_774315,2026-07-30 03:15:38,CMP_102,Tech Gadgets Launch,CTV,q2_50,0.0,0.0
EVT_324872,2026-07-31 11:55:37,CMP_102,Tech Gadgets Launch,CTV,q3_75,0.0,0.0
EVT_182829,2026-07-29 22:07:16,CMP_102,Tech Gadgets Launch,CTV,impression,0.0123,0.0
EVT_248835,2026-07-29 09:35:16,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_511933,2026-07-29 21:45:11,CMP_101,Summer Apparel,OLV,impression,0.0117,0.0
EVT_760292,2026-07-31 05:05:22,CMP_102,Tech Gadgets Launch,CTV,impression,0.0127,0.0
EVT_825023,2026-07-29 21:44:50,CMP_102,Tech Gadgets Launch,CTV,q4_100,0.0,0.0
EVT_179087,2026-07-30 14:52:19,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_678387,2026-07-31 11:17:17,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_442341,2026-07-30 05:22:04,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_487499,2026-07-30 10:33:22,CMP_102,Tech Gadgets Launch,CTV,impression,0.0081,0.0
EVT_390508,2026-07-29 16:27:09,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_539276,2026-07-31 05:11:24,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_748366,2026-07-29 13:34:54,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_572709,2026-07-29 22:34:00,CMP_102,Tech Gadgets Launch,CTV,impression,0.0045,0.0
EVT_964155,2026-07-29 22:44:42,CMP_102,Tech Gadgets Launch,CTV,impression,0.0042,0.0
EVT_610857,2026-07-30 00:42:04,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_530716,2026-07-30 08:41:29,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_869788,2026-07-30 17:07:15,CMP_103,B2B SaaS Trial,Display,q4_100,0.0,0.0
EVT_564544,2026-07-30 15:46:10,CMP_102,Tech Gadgets Launch,CTV,impression,0.0115,0.0
EVT_782579,2026-07-30 04:01:03,CMP_102,Tech Gadgets Launch,CTV,impression,0.0144,0.0
EVT_728847,2026-07-29 07:58:55,CMP_102,Tech Gadgets Launch,CTV,impression,0.0057,0.0
EVT_666814,2026-07-31 00:50:02,CMP_101,Summer Apparel,OLV,q4_100,0.0,0.0
EVT_980031,2026-07-31 18:23:17,CMP_101,Summer Apparel,OLV,q4_100,0.0,0.0
EVT_426678,2026-07-29 06:22:54,CMP_101,Summer Apparel,OLV,impression,0.0122,0.0
EVT_227707,2026-07-31 17:47:34,CMP_102,Tech Gadgets Launch,CTV,impression,0.0087,0.0
EVT_244553,2026-07-30 22:58:27,CMP_101,Summer Apparel,OLV,impression,0.0085,0.0
EVT_460828,2026-07-30 10:08:17,CMP_103,B2B SaaS Trial,Display,q4_100,0.0,0.0
EVT_158340,2026-07-30 07:28:05,CMP_102,Tech Gadgets Launch,CTV,impression,0.0095,0.0
EVT_607451,2026-07-29 15:59:11,CMP_101,Summer Apparel,OLV,impression,0.006,0.0
EVT_603436,2026-07-30 18:41:26,CMP_103,B2B SaaS Trial,Display,impression,0.0023,0.0
EVT_535033,2026-07-29 17:18:07,CMP_103,B2B SaaS Trial,Display,impression,0.002,0.0
EVT_634646,2026-07-30 02:04:51,CMP_101,Summer Apparel,OLV,impression,0.0054,0.0
EVT_788405,2026-07-31 20:07:36,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_441138,2026-07-30 06:17:22,CMP_101,Summer Apparel,OLV,impression,0.0041,0.0
EVT_129650,2026-07-29 13:49:27,CMP_102,Tech Gadgets Launch,CTV,impression,0.0085,0.0
EVT_436626,2026-07-31 05:48:24,CMP_102,Tech Gadgets Launch,CTV,impression,0.0133,0.0
EVT_168842,2026-07-29 20:57:39,CMP_102,Tech Gadgets Launch,CTV,impression,0.0127,0.0
EVT_407859,2026-07-29 19:44:42,CMP_101,Summer Apparel,OLV,impression,0.0111,0.0
EVT_787194,2026-07-29 15:54:22,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_245847,2026-07-31 14:23:42,CMP_101,Summer Apparel,OLV,impression,0.0148,0.0
EVT_416324,2026-07-30 04:34:10,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_511750,2026-07-29 20:57:38,CMP_102,Tech Gadgets Launch,CTV,impression,0.008,0.0
EVT_895828,2026-07-31 11:51:30,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_528188,2026-07-30 22:20:48,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_150002,2026-07-29 23:33:18,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_562414,2026-07-31 03:49:59,CMP_103,B2B SaaS Trial,Display,impression,0.012,0.0
EVT_899178,2026-07-29 03:43:42,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_249091,2026-07-31 15:30:56,CMP_102,Tech Gadgets Launch,CTV,click,0.0,0.0
EVT_311581,2026-07-29 14:02:59,CMP_101,Summer Apparel,OLV,impression,0.0076,0.0
EVT_523967,2026-07-29 15:10:54,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_232360,2026-07-30 00:21:04,CMP_103,B2B SaaS Trial,Display,impression,0.0123,0.0
EVT_457307,2026-07-30 03:14:01,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_489774,2026-07-29 17:24:25,CMP_101,Summer Apparel,OLV,impression,0.0147,0.0
EVT_466544,2026-07-31 14:57:10,CMP_102,Tech Gadgets Launch,CTV,impression,0.0132,0.0
EVT_503856,2026-07-30 13:25:43,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_798598,2026-07-30 15:26:31,CMP_101,Summer Apparel,OLV,impression,0.0039,0.0
EVT_398755,2026-07-30 19:12:31,CMP_103,B2B SaaS Trial,Display,impression,0.0103,0.0
EVT_870925,2026-07-31 14:19:00,CMP_101,Summer Apparel,OLV,click,0.0,0.0
EVT_967072,2026-07-30 05:32:25,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_906796,2026-07-30 19:40:57,CMP_102,Tech Gadgets Launch,CTV,impression,0.0051,0.0
EVT_812088,2026-07-31 02:52:31,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_264419,2026-07-31 01:25:39,CMP_102,Tech Gadgets Launch,CTV,impression,0.0057,0.0
EVT_436125,2026-07-31 17:30:00,CMP_102,Tech Gadgets Launch,CTV,impression,0.0103,0.0
EVT_625408,2026-07-30 10:54:16,CMP_103,B2B SaaS Trial,Display,impression,0.0139,0.0
EVT_471074,2026-07-29 06:56:37,CMP_103,B2B SaaS Trial,Display,impression,0.0092,0.0
EVT_939023,2026-07-30 01:36:42,CMP_101,Summer Apparel,OLV,impression,0.011,0.0
EVT_622138,2026-07-28 23:27:45,CMP_101,Summer Apparel,OLV,impression,0.0131,0.0
EVT_439124,2026-07-31 10:03:25,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_673131,2026-07-29 11:07:33,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_594673,2026-07-30 01:36:42,CMP_103,B2B SaaS Trial,Display,impression,0.0026,0.0
EVT_713911,2026-07-29 17:47:55,CMP_103,B2B SaaS Trial,Display,impression,0.0034,0.0
EVT_977266,2026-07-29 21:19:06,CMP_101,Summer Apparel,OLV,impression,0.0028,0.0
EVT_322194,2026-07-29 04:48:31,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_953515,2026-07-30 11:52:09,CMP_101,Summer Apparel,OLV,impression,0.0068,0.0
EVT_894648,2026-07-30 06:57:51,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_773639,2026-07-29 16:26:21,CMP_102,Tech Gadgets Launch,CTV,impression,0.0139,0.0
EVT_234179,2026-07-30 05:59:09,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_820946,2026-07-29 18:27:24,CMP_102,Tech Gadgets Launch,CTV,impression,0.0093,0.0
EVT_976729,2026-07-30 13:38:08,CMP_103,B2B SaaS Trial,Display,impression,0.0141,0.0
EVT_974329,2026-07-29 10:38:07,CMP_101,Summer Apparel,OLV,impression,0.0067,0.0
EVT_441449,2026-07-30 12:49:28,CMP_102,Tech Gadgets Launch,CTV,impression,0.0116,0.0
EVT_157868,2026-07-29 05:52:34,CMP_102,Tech Gadgets Launch,CTV,impression,0.0042,0.0
EVT_256741,2026-07-29 08:26:37,CMP_103,B2B SaaS Trial,Display,impression,0.0073,0.0
EVT_364365,2026-07-31 09:36:08,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_947116,2026-07-31 19:25:48,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_987936,2026-07-29 00:04:58,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_615608,2026-07-30 03:38:17,CMP_103,B2B SaaS Trial,Display,impression,0.0142,0.0
EVT_507588,2026-07-30 09:47:47,CMP_103,B2B SaaS Trial,Display,impression,0.0068,0.0
EVT_543334,2026-07-29 19:15:56,CMP_102,Tech Gadgets Launch,CTV,q4_100,0.0,0.0
EVT_538062,2026-07-29 12:30:16,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_915739,2026-07-28 22:34:32,CMP_103,B2B SaaS Trial,Display,impression,0.0118,0.0
EVT_704937,2026-07-31 14:18:29,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_597364,2026-07-29 19:37:40,CMP_103,B2B SaaS Trial,Display,conversion,0.0,70.47
EVT_110848,2026-07-30 21:35:16,CMP_103,B2B SaaS Trial,Display,q3_75,0.0,0.0
EVT_407395,2026-07-29 14:20:20,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_750762,2026-07-30 16:05:16,CMP_102,Tech Gadgets Launch,CTV,impression,0.0031,0.0
EVT_918498,2026-07-30 13:01:17,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_741141,2026-07-29 19:55:00,CMP_103,B2B SaaS Trial,Display,impression,0.0062,0.0
EVT_579373,2026-07-31 19:05:44,CMP_102,Tech Gadgets Launch,CTV,click,0.0,0.0
EVT_532370,2026-07-31 14:53:55,CMP_101,Summer Apparel,OLV,impression,0.0089,0.0
EVT_573652,2026-07-31 18:04:10,CMP_102,Tech Gadgets Launch,CTV,impression,0.0027,0.0
EVT_263172,2026-07-31 18:54:27,CMP_103,B2B SaaS Trial,Display,impression,0.0141,0.0
EVT_907284,2026-07-30 20:15:37,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_775986,2026-07-31 14:02:19,CMP_103,B2B SaaS Trial,Display,impression,0.0067,0.0
EVT_504587,2026-07-30 07:20:48,CMP_102,Tech Gadgets Launch,CTV,impression,0.0132,0.0
EVT_941148,2026-07-29 20:37:31,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_479477,2026-07-30 04:44:22,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_132547,2026-07-30 00:13:22,CMP_103,B2B SaaS Trial,Display,impression,0.0023,0.0
EVT_321148,2026-07-29 20:02:54,CMP_103,B2B SaaS Trial,Display,impression,0.0035,0.0
EVT_194485,2026-07-29 19:46:54,CMP_103,B2B SaaS Trial,Display,impression,0.0052,0.0
EVT_724049,2026-07-31 05:40:30,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_329120,2026-07-31 04:17:26,CMP_103,B2B SaaS Trial,Display,impression,0.002,0.0
EVT_282343,2026-07-29 21:04:55,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_872878,2026-07-29 21:10:46,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_896060,2026-07-30 19:01:06,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_913867,2026-07-30 05:20:50,CMP_103,B2B SaaS Trial,Display,impression,0.0127,0.0
EVT_659429,2026-07-29 00:30:04,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_938305,2026-07-29 21:29:02,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_978750,2026-07-29 10:48:24,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_486346,2026-07-30 15:52:37,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_565317,2026-07-31 03:34:33,CMP_101,Summer Apparel,OLV,impression,0.0053,0.0
EVT_308083,2026-07-30 12:17:45,CMP_101,Summer Apparel,OLV,q3_75,0.0,0.0
EVT_577919,2026-07-29 04:56:45,CMP_103,B2B SaaS Trial,Display,impression,0.0047,0.0
EVT_937557,2026-07-31 07:12:42,CMP_101,Summer Apparel,OLV,impression,0.0105,0.0
EVT_816593,2026-07-30 09:32:47,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_861079,2026-07-30 17:39:36,CMP_101,Summer Apparel,OLV,impression,0.0045,0.0
EVT_544712,2026-07-30 21:09:42,CMP_103,B2B SaaS Trial,Display,q4_100,0.0,0.0
EVT_680533,2026-07-31 08:48:59,CMP_103,B2B SaaS Trial,Display,impression,0.0125,0.0
EVT_205369,2026-07-30 21:08:03,CMP_102,Tech Gadgets Launch,CTV,q2_50,0.0,0.0
EVT_313968,2026-07-31 10:03:42,CMP_102,Tech Gadgets Launch,CTV,q3_75,0.0,0.0
EVT_963508,2026-07-29 12:19:06,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_839235,2026-07-30 21:03:16,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_448606,2026-07-30 09:35:44,CMP_103,B2B SaaS Trial,Display,impression,0.0127,0.0
EVT_517710,2026-07-29 02:00:51,CMP_102,Tech Gadgets Launch,CTV,impression,0.0031,0.0
EVT_356934,2026-07-31 16:40:45,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_757594,2026-07-31 03:14:28,CMP_101,Summer Apparel,OLV,click,0.0,0.0
EVT_917584,2026-07-31 01:27:58,CMP_101,Summer Apparel,OLV,impression,0.0074,0.0
EVT_725970,2026-07-29 21:51:38,CMP_102,Tech Gadgets Launch,CTV,impression,0.0088,0.0
EVT_696522,2026-07-29 01:36:57,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_161910,2026-07-30 19:12:09,CMP_103,B2B SaaS Trial,Display,impression,0.0067,0.0
EVT_267934,2026-07-31 12:20:41,CMP_101,Summer Apparel,OLV,impression,0.0113,0.0
EVT_579176,2026-07-28 22:06:50,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_366387,2026-07-29 07:11:48,CMP_101,Summer Apparel,OLV,impression,0.0074,0.0
EVT_191962,2026-07-30 04:25:50,CMP_101,Summer Apparel,OLV,impression,0.006,0.0
EVT_469658,2026-07-29 01:48:48,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_820716,2026-07-29 23:22:05,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_372441,2026-07-31 07:26:27,CMP_103,B2B SaaS Trial,Display,impression,0.0127,0.0
EVT_982425,2026-07-28 21:27:10,CMP_102,Tech Gadgets Launch,CTV,impression,0.0056,0.0
EVT_249950,2026-07-29 13:37:49,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_704636,2026-07-31 20:17:36,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_383437,2026-07-29 22:48:47,CMP_101,Summer Apparel,OLV,q2_50,0.0,0.0
EVT_727440,2026-07-30 22:50:34,CMP_102,Tech Gadgets Launch,CTV,impression,0.0146,0.0
EVT_151688,2026-07-30 10:35:15,CMP_102,Tech Gadgets Launch,CTV,impression,0.0149,0.0
EVT_786005,2026-07-29 11:25:29,CMP_103,B2B SaaS Trial,Display,impression,0.0057,0.0
EVT_714728,2026-07-30 02:43:38,CMP_102,Tech Gadgets Launch,CTV,q2_50,0.0,0.0
EVT_253685,2026-07-30 05:56:51,CMP_101,Summer Apparel,OLV,impression,0.0145,0.0
EVT_720260,2026-07-30 10:49:45,CMP_102,Tech Gadgets Launch,CTV,impression,0.0065,0.0
EVT_836648,2026-07-29 16:01:10,CMP_103,B2B SaaS Trial,Display,q1_25,0.0,0.0
EVT_305418,2026-07-31 19:16:37,CMP_101,Summer Apparel,OLV,impression,0.0061,0.0
EVT_667372,2026-07-31 15:05:13,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_346603,2026-07-29 01:19:38,CMP_103,B2B SaaS Trial,Display,impression,0.013,0.0
EVT_189322,2026-07-31 08:38:35,CMP_103,B2B SaaS Trial,Display,impression,0.0086,0.0
EVT_607410,2026-07-30 17:12:15,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_708089,2026-07-29 21:36:37,CMP_101,Summer Apparel,OLV,q1_25,0.0,0.0
EVT_106413,2026-07-31 01:20:36,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_640856,2026-07-31 03:59:24,CMP_102,Tech Gadgets Launch,CTV,impression,0.0023,0.0
EVT_280464,2026-07-30 02:14:52,CMP_103,B2B SaaS Trial,Display,q2_50,0.0,0.0
EVT_902791,2026-07-31 07:23:33,CMP_101,Summer Apparel,OLV,impression,0.0037,0.0
EVT_397045,2026-07-30 21:10:02,CMP_101,Summer Apparel,OLV,impression,0.0111,0.0
EVT_280170,2026-07-31 06:35:44,CMP_103,B2B SaaS Trial,Display,impression,0.0042,0.0
EVT_294839,2026-07-30 16:55:34,CMP_102,Tech Gadgets Launch,CTV,q2_50,0.0,0.0
EVT_625806,2026-07-29 11:25:13,CMP_103,B2B SaaS Trial,Display,impression,0.0106,0.0
EVT_958551,2026-07-28 20:53:46,CMP_103,B2B SaaS Trial,Display,impression,0.0029,0.0
EVT_900005,2026-07-29 13:12:16,CMP_101,Summer Apparel,OLV,impression,0.01,0.0
EVT_239779,2026-07-31 08:35:20,CMP_102,Tech Gadgets Launch,CTV,q3_75,0.0,0.0
EVT_192828,2026-07-29 19:03:20,CMP_101,Summer Apparel,OLV,impression,0.0024,0.0
EVT_284116,2026-07-29 22:39:27,CMP_102,Tech Gadgets Launch,CTV,impression,0.0106,0.0
EVT_284572,2026-07-29 05:27:48,CMP_102,Tech Gadgets Launch,CTV,q1_25,0.0,0.0
EVT_239113,2026-07-29 18:34:25,CMP_103,B2B SaaS Trial,Display,impression,0.0136,0.0
EVT_350026,2026-07-31 07:19:19,CMP_102,Tech Gadgets Launch,CTV,impression,0.013,0.0
EVT_458898,2026-07-29 22:14:18,CMP_103,B2B SaaS Trial,Display,impression,0.0125,0.0
EVT_423865,2026-07-31 00:15:08,CMP_101,Summer Apparel,OLV,impression,0.0069,0.0
